-6.83E+00,1.43E+01,3.00E+00,1
-8.70E+00,5.89E+00,3.00E+00,1
-1.14E+01,1.18E+01,1.00E+00,1
1.92E+01,3.18E+00,2.00E+00,1
-1.08E+01,9.90E+00,3.00E+00,1
-4.85E+00,-1.24E+01,3.00E+00,1
-5.39E+00,-1.53E+01,3.00E+00,1
1.57E+01,7.28E+00,2.00E+00,1
-5.71E+00,-1.39E+01,3.00E+00,1
-6.40E+00,-1.40E+01,3.00E+00,1
-1.08E+01,3.01E+00,3.00E+00,1
-1.07E+01,1.29E+00,3.00E+00,1
-1.22E+01,1.30E+01,3.00E+00,1
-4.78E+00,-1.55E+01,3.00E+00,1
-1.16E+01,1.91E+01,1.00E+00,1
-1.14E+01,1.88E+01,3.00E+00,1
-6.56E+00,-1.12E+01,3.00E+00,1
-1.24E+01,8.12E+00,3.00E+00,1
-1.45E+01,1.22E+01,1.00E+00,1
-1.30E+01,8.21E+00,1.00E+00,1
-1.18E+01,1.05E+01,3.00E+00,1
-4.81E+00,-6.56E+00,3.00E+00,1
-6.24E+00,-1.02E+01,3.00E+00,1
1.67E+01,3.76E-01,2.00E+00,1
-1.33E+01,1.62E+01,1.00E+00,1
-5.55E+00,-1.19E+01,3.00E+00,1
-8.31E+00,1.80E+01,1.00E+00,1
-1.12E+00,-1.86E+01,3.00E+00,1
2.43E+01,-1.08E+00,2.00E+00,1
-1.28E+01,1.35E+01,3.00E+00,1
-6.92E+00,-7.79E+00,3.00E+00,1
1.75E+01,6.55E+00,2.00E+00,1
-5.80E+00,-1.30E+01,3.00E+00,1
1.94E+01,4.24E+00,2.00E+00,1
1.53E+01,7.18E+00,2.00E+00,1
1.44E+01,2.98E+00,2.00E+00,1
2.51E+01,1.06E+00,2.00E+00,1
2.40E+01,4.75E-02,2.00E+00,1
-1.14E+01,7.80E+00,3.00E+00,1
-6.50E+00,-1.15E+01,3.00E+00,1
-8.70E+00,-1.11E+01,1.00E+00,1
-8.69E+00,-2.14E+00,3.00E+00,1
-1.22E+01,1.65E+01,3.00E+00,1
2.69E+01,1.87E+00,2.00E+00,1
-1.13E+01,-4.48E+00,1.00E+00,1
-1.29E+01,9.56E+00,1.00E+00,1
-1.42E+01,-8.26E-01,3.00E+00,1
-1.00E+01,2.13E+01,3.00E+00,1
-5.90E+00,-1.08E+01,3.00E+00,1
-8.73E+00,-9.69E+00,3.00E+00,1
1.31E+01,5.79E+00,2.00E+00,1
-9.38E+00,2.69E+00,1.00E+00,1
-1.52E+01,1.33E+01,1.00E+00,1
-1.09E+01,1.77E+01,3.00E+00,1
-9.20E+00,-1.02E+01,3.00E+00,1
-1.34E+01,3.92E+00,3.00E+00,1
-4.30E+00,-1.59E+01,3.00E+00,1
-1.24E+01,1.31E+01,3.00E+00,1
-1.46E+01,-1.34E+00,3.00E+00,1
-1.23E+01,1.71E+01,1.00E+00,1
-2.84E+00,-1.75E+01,1.00E+00,1
2.56E+01,1.29E+00,2.00E+00,1
-4.08E+00,-1.65E+01,3.00E+00,1
-1.10E+01,6.85E+00,3.00E+00,1
2.37E+01,-5.08E-01,2.00E+00,1
-6.87E+00,-1.23E+01,3.00E+00,1
-4.99E+00,-1.62E+01,3.00E+00,1
-5.52E+00,-1.27E+01,3.00E+00,1
-8.73E+00,2.13E+01,1.00E+00,1
-9.00E+00,-8.58E+00,1.00E+00,1
-1.09E+01,1.74E+01,3.00E+00,1
2.20E+01,-2.40E+00,2.00E+00,1
2.31E+01,3.07E+00,2.00E+00,1
1.73E+01,6.42E+00,2.00E+00,1
-8.68E+00,-5.78E+00,3.00E+00,1
-2.27E+00,2.96E+01,3.00E+00,1
1.74E+01,6.21E+00,2.00E+00,1
1.60E+01,6.01E+00,2.00E+00,1
2.13E+01,2.58E+00,2.00E+00,1
2.27E+01,2.98E+00,2.00E+00,1
-6.85E+00,-1.40E+01,3.00E+00,1
-3.00E+00,-2.01E+01,3.00E+00,1
-1.38E+00,2.93E+01,3.00E+00,1
-4.48E+00,-1.77E+01,3.00E+00,1
-1.41E+01,1.19E+01,3.00E+00,1
2.15E+01,5.74E+00,2.00E+00,1
2.58E+01,-4.66E-01,2.00E+00,1
-3.83E+00,-1.86E+01,3.00E+00,1
2.48E+01,2.62E+00,2.00E+00,1
-5.10E+00,-1.59E+01,3.00E+00,1
-1.07E+01,-2.97E+00,3.00E+00,1
-1.51E+01,1.25E+01,1.00E+00,1
-3.17E+00,-7.84E+00,3.00E+00,1
-1.30E+01,1.51E+01,1.00E+00,1
-1.33E+01,1.79E+01,3.00E+00,1
-3.66E+00,-1.57E+01,3.00E+00,1
5.72E-02,3.04E+01,3.00E+00,1
-6.13E+00,-7.49E+00,3.00E+00,1
-1.96E+00,-2.08E+01,3.00E+00,1
-1.16E+01,1.40E+00,3.00E+00,1
-5.13E+00,-1.49E+01,3.00E+00,1
1.79E+01,6.11E+00,2.00E+00,1
1.49E+01,7.47E+00,2.00E+00,1
1.90E+01,2.78E+00,2.00E+00,1
-5.41E+00,-1.17E+01,3.00E+00,1
-3.42E+00,-1.96E+01,3.00E+00,1
-1.02E+01,9.20E+00,3.00E+00,1
2.68E+01,1.84E-01,2.00E+00,1
-9.61E+00,-5.47E+00,1.00E+00,1
-1.25E+01,6.83E+00,3.00E+00,1
-1.11E+01,-3.39E+00,3.00E+00,1
-9.74E+00,3.86E+00,1.00E+00,1
-1.68E+00,-2.07E+01,3.00E+00,1
-1.39E+01,9.90E+00,3.00E+00,1
1.69E+01,-1.34E+00,2.00E+00,1
-1.19E+01,4.52E+00,3.00E+00,1
2.19E+01,-1.20E+00,2.00E+00,1
-1.20E+01,7.66E+00,3.00E+00,1
-3.40E+00,-1.90E+01,3.00E+00,1
-3.27E+00,-1.94E+01,3.00E+00,1
-5.00E+00,-1.45E+01,3.00E+00,1
-6.47E+00,-1.19E+01,3.00E+00,1
-6.41E+00,-1.02E+01,3.00E+00,1
2.17E+01,3.54E+00,2.00E+00,1
-4.92E+00,-1.37E+01,3.00E+00,1
-3.93E+00,-1.13E+01,3.00E+00,1
-5.88E+00,2.45E+01,1.00E+00,1
-1.19E+01,4.89E+00,3.00E+00,1
-9.72E+00,-6.13E-01,3.00E+00,1
-1.13E+01,1.97E+01,3.00E+00,1
2.66E+01,-1.02E+00,2.00E+00,1
1.69E+01,6.37E+00,2.00E+00,1
2.51E+01,-1.01E-01,2.00E+00,1
1.70E+01,7.33E+00,2.00E+00,1
-1.30E+01,-8.37E-01,3.00E+00,1
2.56E+01,1.16E+00,2.00E+00,1
-4.21E+00,-1.45E+01,3.00E+00,1
-1.16E+01,6.82E+00,1.00E+00,1
-1.14E+01,1.12E+01,3.00E+00,1
-1.37E+01,1.21E+01,3.00E+00,1
-6.05E+00,-1.28E+01,3.00E+00,1
-5.19E+00,-1.37E+01,3.00E+00,1
-1.22E+00,-2.08E+01,3.00E+00,1
-1.01E+01,1.29E+01,3.00E+00,1
-1.31E+01,-8.79E-01,3.00E+00,1
-6.02E+00,-1.54E+01,3.00E+00,1
-1.11E+01,1.71E+01,3.00E+00,1
2.42E+01,-6.70E-01,2.00E+00,1
1.83E+01,1.20E+00,2.00E+00,1
-9.00E+00,6.86E-01,3.00E+00,1
1.56E+01,-5.75E+00,2.00E+00,1
2.64E+01,1.94E+00,2.00E+00,1
-1.25E+01,3.78E+00,3.00E+00,1
-8.50E+00,-9.05E+00,1.00E+00,1
2.35E+01,1.88E+00,2.00E+00,1
-1.20E+01,1.84E+01,1.00E+00,1
-1.07E+01,-3.48E+00,3.00E+00,1
-5.41E+00,2.91E+01,1.00E+00,1
1.97E+01,3.81E+00,2.00E+00,1
-8.34E+00,-8.96E+00,3.00E+00,1
2.06E+01,3.14E+00,2.00E+00,1
-6.09E+00,-7.42E+00,3.00E+00,1
-6.76E+00,2.55E+01,3.00E+00,1
-3.05E+00,-1.68E+01,3.00E+00,1
-1.05E+01,-3.02E+00,1.00E+00,1
-1.09E+01,2.92E+00,3.00E+00,1
-1.07E+01,1.42E+01,1.00E+00,1
-6.63E+00,-7.05E+00,3.00E+00,1
-6.11E+00,2.78E+01,3.00E+00,1
2.49E+01,-2.35E+00,2.00E+00,1
-6.26E+00,-1.19E+01,3.00E+00,1
2.50E+01,-2.31E+00,2.00E+00,1
1.49E+01,4.37E+00,2.00E+00,1
-1.29E+01,1.12E+01,1.00E+00,1
-1.23E+01,1.40E+01,3.00E+00,1
-7.88E+00,2.45E+01,3.00E+00,1
-1.25E+01,1.25E+01,3.00E+00,1
2.75E+01,3.14E+00,2.00E+00,1
2.50E+01,-2.57E-01,2.00E+00,1
1.28E+01,3.36E+00,2.00E+00,1
1.75E+01,2.79E+00,2.00E+00,1
-1.20E+01,1.19E+01,3.00E+00,1
-7.00E+00,-1.54E-01,3.00E+00,1
-7.00E+00,2.38E+01,1.00E+00,1
-1.31E+01,1.48E+01,3.00E+00,1
-6.19E+00,-1.22E+01,3.00E+00,1
1.73E+01,6.26E+00,2.00E+00,1
1.60E+01,6.99E+00,2.00E+00,1
-6.16E+00,-1.43E+01,3.00E+00,1
-1.07E+01,2.49E+01,3.00E+00,1
2.44E+01,4.00E+00,2.00E+00,1
-9.23E+00,-7.96E+00,1.00E+00,1
2.38E+01,2.96E+00,2.00E+00,1
-1.41E+01,5.65E+00,3.00E+00,1
